Customer_ID,Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Last_Activity_Date,Satisfaction_Score,Churn_Status
CUST-0637,66,Female,Chicago,Basic,11.6,18,14,5,27,2026-02-11,1,1
CUST-0638,53,Male,New York,Standard,40.33,23,14,3,15,2026-01-29,4,0
CUST-0639,29,Female,Los Angeles,Basic,13.9,2,2,9,10,2026-01-09,5,1
CUST-0640,58,Male,New York,Basic,13.82,12,0,6,15,2026-05-16,3,0
CUST-0641,36,Female,Chicago,Standard,44.97,22,7,8,13,2026-02-23,3,0
CUST-0642,29,Female,Miami,Standard,32.82,37,11,4,14,2026-01-05,4,0
CUST-0643,26,Male,Chicago,Basic,12.22,20,10,4,17,2026-06-17,5,1
CUST-0644,24,Male,Los Angeles,Basic,11.48,39,5,7,13,2026-06-15,3,0
CUST-0645,45,Male,Houston,Basic,18.7,24,8,6,10,2026-01-14,4,0
CUST-0646,31,Male,New York,Basic,19.42,48,2,7,25,2026-03-03,4,0
CUST-0647,48,Male,Miami,Basic,15.48,20,8,9,1,2026-03-14,1,1
CUST-0648,69,Male,Houston,Basic,18.03,1,8,1,1,2026-02-19,3,1
CUST-0649,36,Female,Chicago,Basic,21.83,1,14,8,30,2026-02-24,5,0
CUST-0650,64,Male,Miami,Premium,67.27,17,11,2,15,2026-03-17,3,0
CUST-0651,33,Male,Houston,Standard,44.37,59,14,5,16,2026-04-15,3,1
CUST-0652,22,Female,Miami,Standard,42.36,1,12,5,12,2026-02-21,3,1
CUST-0653,52,Male,Los Angeles,Basic,18.47,53,11,1,26,2026-06-06,4,0
CUST-0654,29,Female,Los Angeles,Basic,12.69,52,0,6,24,2026-06-04,2,1
CUST-0655,42,Female,New York,Basic,11.5,45,2,8,6,2026-06-03,2,1
CUST-0656,69,Female,New York,Basic,10.82,30,5,9,6,2026-02-26,1,0
CUST-0657,38,Male,Los Angeles,Basic,20.0,41,7,0,12,2026-01-25,3,0
CUST-0658,53,Male,Miami,Standard,42.11,47,3,7,25,2026-04-06,2,0
CUST-0659,40,Male,Los Angeles,Standard,37.63,3,4,1,15,2026-03-25,1,1
CUST-0660,33,Female,New York,Standard,30.82,46,8,0,4,2026-01-20,4,1
CUST-0661,56,Male,Los Angeles,Basic,18.03,55,5,7,24,2026-03-22,3,1
CUST-0662,62,Male,Los Angeles,Premium,69.04,11,11,1,4,2026-05-04,5,0
CUST-0663,59,Female,Miami,Basic,18.96,24,6,5,30,2026-01-14,4,0
CUST-0664,56,Male,Houston,Basic,22.14,22,6,5,2,2026-06-06,1,1
CUST-0665,31,Male,New York,Basic,22.0,44,3,4,27,2025-12-28,4,1
CUST-0666,48,Male,Miami,Standard,43.98,45,3,7,24,2026-02-18,5,0
CUST-0667,22,Female,Los Angeles,Premium,66.55,26,3,2,12,2026-02-14,4,0
CUST-0668,52,Male,Los Angeles,Basic,21.22,13,13,9,7,2025-12-31,1,1
CUST-0669,40,Female,Houston,Premium,58.51,1,14,3,20,2026-03-15,5,0
CUST-0670,46,Female,New York,Premium,55.9,24,10,6,9,2026-01-17,5,1
CUST-0671,60,Male,New York,Basic,17.76,10,4,6,9,2026-03-29,4,0
CUST-0672,28,Female,Chicago,Basic,11.87,35,4,7,8,2026-05-11,5,0
CUST-0673,35,Male,New York,Basic,24.43,24,7,1,14,2026-03-17,4,0
CUST-0674,64,Male,Houston,Premium,59.35,28,8,1,1,2026-04-14,3,1
CUST-0675,29,Female,Chicago,Basic,22.79,36,1,3,23,2026-06-16,5,0
CUST-0676,26,Female,Chicago,Standard,35.81,16,10,9,21,2026-04-29,4,0
CUST-0677,27,Female,Los Angeles,Basic,14.85,40,6,8,23,2026-02-19,3,1
CUST-0678,61,Female,Los Angeles,Standard,44.03,16,0,9,12,2026-02-05,5,0
CUST-0679,34,Male,New York,Basic,15.45,59,0,8,25,2026-05-30,3,0
CUST-0680,55,Male,Chicago,Standard,35.85,17,3,3,2,2026-03-07,5,0
CUST-0681,24,Male,Los Angeles,Premium,56.59,51,9,8,13,2026-06-14,1,1
CUST-0682,63,Male,Houston,Premium,65.06,54,6,2,30,2026-01-22,1,0
CUST-0683,30,Male,Los Angeles,Premium,59.33,15,1,4,27,2026-05-06,4,0
CUST-0684,57,Male,Los Angeles,Basic,18.78,16,10,9,4,2026-05-22,2,1
CUST-0685,59,Male,Chicago,Standard,38.87,15,1,8,20,2026-02-15,1,1
CUST-0686,26,Male,Chicago,Basic,20.79,57,0,5,18,2026-03-12,2,1
CUST-0687,67,Female,Miami,Basic,21.18,34,9,2,19,2026-01-28,3,0
CUST-0688,44,Female,Houston,Standard,37.72,11,1,9,16,2026-04-03,3,0
CUST-0689,19,Male,Chicago,Basic,14.96,1,12,8,27,2026-02-08,2,1
CUST-0690,22,Female,New York,Standard,42.56,15,14,5,14,2026-04-15,4,0
CUST-0691,46,Female,Houston,Premium,59.65,26,6,3,30,2026-05-29,5,0
CUST-0692,54,Male,Houston,Basic,17.61,51,8,3,29,2026-04-08,2,0
CUST-0693,55,Female,Chicago,Standard,36.02,4,5,7,8,2026-06-16,2,1
CUST-0694,36,Female,Houston,Basic,22.83,43,9,6,12,2026-01-21,2,1
CUST-0695,25,Female,Chicago,Basic,16.48,5,1,0,9,2026-03-31,2,0
CUST-0696,65,Male,Los Angeles,Basic,15.79,35,11,5,6,2026-05-27,2,1
CUST-0697,62,Female,Miami,Premium,65.35,13,14,7,26,2026-06-13,4,0
CUST-0698,18,Male,Los Angeles,Premium,64.04,10,9,2,18,2026-01-23,1,1
CUST-0699,39,Female,Chicago,Premium,56.61,11,14,8,2,2026-06-19,5,0
CUST-0700,69,Female,Chicago,Premium,62.62,18,9,9,23,2026-05-30,1,0
CUST-0701,34,Female,Los Angeles,Basic,21.03,34,12,1,8,2026-04-10,2,0
CUST-0702,24,Female,New York,Basic,24.88,39,8,5,24,2026-03-26,1,1
CUST-0703,42,Female,New York,Standard,39.44,41,6,0,14,2026-04-10,4,0
CUST-0704,62,Male,New York,Basic,15.55,42,10,1,6,2026-04-14,3,0
CUST-0705,21,Male,Chicago,Basic,13.39,50,0,4,10,2026-04-18,1,1
CUST-0706,53,Female,Houston,Basic,23.09,23,11,0,8,2026-03-19,5,0
CUST-0707,23,Male,Chicago,Standard,42.22,7,8,7,30,2026-06-02,4,1
CUST-0708,48,Male,Houston,Standard,33.51,59,1,0,17,2026-02-13,3,0
CUST-0709,36,Male,Los Angeles,Basic,13.01,39,3,8,25,2026-03-26,4,0
CUST-0710,61,Male,Miami,Basic,20.73,3,8,9,29,2026-03-31,2,1
CUST-0711,56,Female,Houston,Standard,34.72,12,3,2,12,2026-03-26,3,0
CUST-0712,44,Female,New York,Standard,34.6,7,2,1,17,2026-03-16,5,0
CUST-0713,27,Female,Chicago,Basic,12.28,49,0,0,13,2026-04-30,3,0
CUST-0714,43,Female,Los Angeles,Standard,33.96,26,6,8,19,2025-12-28,5,0
CUST-0715,36,Male,New York,Basic,16.41,33,14,3,12,2026-03-31,2,0
CUST-0716,56,Male,Los Angeles,Basic,20.99,37,5,0,16,2025-12-31,5,0
CUST-0717,20,Female,Miami,Standard,35.04,48,9,0,25,2026-03-16,4,0
CUST-0718,62,Male,Chicago,Standard,34.93,15,3,6,27,2026-02-06,1,0
CUST-0719,30,Female,Chicago,Basic,14.27,2,5,1,5,2026-02-26,4,1
CUST-0720,67,Female,Miami,Standard,37.17,41,5,6,25,2026-03-21,4,0
CUST-0721,45,Male,Chicago,Standard,32.71,7,12,6,16,2026-06-20,3,0
CUST-0722,37,Female,Houston,Standard,37.28,32,3,9,25,2026-04-19,2,1
CUST-0723,45,Female,Los Angeles,Standard,40.56,4,13,8,6,2026-01-05,1,1
CUST-0724,25,Female,New York,Standard,30.45,20,12,6,11,2026-06-02,5,1
CUST-0725,58,Male,Miami,Basic,10.15,50,5,0,17,2026-05-21,3,0
CUST-0726,56,Male,Houston,Basic,11.13,53,9,7,26,2026-04-05,2,0
CUST-0727,18,Female,New York,Basic,18.03,36,10,7,23,2026-02-20,1,1
CUST-0728,20,Male,New York,Basic,22.82,32,7,3,14,2026-05-28,4,0
CUST-0729,30,Male,Miami,Standard,30.07,28,12,7,6,2026-04-13,2,1
CUST-0730,45,Female,Houston,Standard,44.05,13,2,3,25,2026-01-11,2,1
CUST-0731,66,Male,New York,Basic,11.59,1,3,7,23,2026-04-23,2,1
CUST-0732,42,Female,New York,Basic,22.63,56,9,4,30,2026-02-27,4,0
CUST-0733,50,Female,Houston,Basic,17.24,35,12,3,28,2026-01-11,5,0
CUST-0734,55,Female,Chicago,Basic,19.89,48,11,5,11,2026-01-12,3,1
CUST-0735,23,Male,New York,Standard,37.66,30,13,1,12,2026-03-12,5,0
CUST-0736,61,Female,Los Angeles,Basic,17.16,54,14,1,13,2026-01-03,1,0
CUST-0737,62,Male,Houston,Standard,42.52,36,0,1,4,2026-06-09,3,0
CUST-0738,49,Male,New York,Premium,66.34,57,3,8,7,2026-02-22,1,0
CUST-0739,62,Female,Miami,Basic,17.25,55,10,9,2,2026-02-02,4,0
CUST-0740,64,Male,Los Angeles,Basic,11.67,25,9,2,6,2026-03-16,5,0
CUST-0741,38,Male,New York,Basic,11.73,16,9,9,6,2026-01-25,2,1
CUST-0742,33,Female,Los Angeles,Standard,42.02,58,11,3,18,2026-04-25,3,0
CUST-0743,38,Male,Los Angeles,Standard,37.94,19,13,9,30,2026-05-10,2,1
CUST-0744,28,Male,Chicago,Basic,17.22,1,8,7,20,2026-03-15,1,1
CUST-0745,54,Male,Los Angeles,Standard,40.21,5,7,3,8,2026-05-21,2,0
CUST-0746,53,Female,Chicago,Premium,67.88,51,10,9,8,2025-12-23,2,1
CUST-0747,52,Female,Houston,Basic,19.43,22,3,9,29,2026-06-19,4,0
CUST-0748,36,Male,Chicago,Basic,21.44,24,11,6,8,2026-01-06,4,1
CUST-0749,37,Male,Miami,Premium,66.48,43,6,4,8,2026-05-20,5,0
CUST-0750,35,Male,New York,Standard,35.34,45,9,8,1,2026-02-03,1,1
CUST-0751,64,Male,Houston,Premium,59.11,52,2,3,2,2026-03-08,4,0
CUST-0752,58,Female,Houston,Standard,42.02,37,8,2,12,2026-02-05,4,0
CUST-0753,66,Male,Miami,Premium,60.66,53,9,1,15,2026-04-07,5,1
CUST-0754,31,Male,Chicago,Basic,23.55,36,3,0,4,2026-03-08,3,0
CUST-0755,32,Female,New York,Standard,31.05,36,1,5,28,2026-01-24,5,0
CUST-0756,48,Female,Chicago,Premium,55.87,4,9,9,25,2026-01-24,2,1
CUST-0757,18,Female,Los Angeles,Standard,43.91,36,4,1,3,2026-02-14,2,1
CUST-0758,20,Male,Chicago,Basic,19.73,52,1,7,14,2026-06-12,4,1
CUST-0759,33,Male,Houston,Basic,15.69,53,13,5,22,2026-06-06,4,0
CUST-0760,40,Male,New York,Basic,21.33,18,9,4,23,2026-03-16,5,0
CUST-0761,28,Male,Chicago,Basic,20.08,50,5,1,8,2026-03-08,5,0
CUST-0762,29,Female,New York,Basic,17.97,16,10,6,13,2026-04-19,1,1
CUST-0763,27,Female,New York,Standard,31.48,41,9,1,23,2026-05-31,2,0
CUST-0764,49,Female,Los Angeles,Standard,42.18,18,0,4,19,2026-06-16,5,0
CUST-0765,33,Female,Los Angeles,Basic,22.99,22,13,1,22,2026-02-16,3,0
CUST-0766,25,Male,Houston,Standard,32.58,2,5,9,5,2026-01-09,1,1
CUST-0767,55,Female,Miami,Basic,22.76,21,3,1,13,2026-03-28,5,1
CUST-0768,29,Male,New York,Basic,23.17,36,2,6,28,2026-02-28,4,0
CUST-0769,41,Female,Miami,Basic,18.24,44,1,8,26,2025-12-27,5,0
CUST-0770,45,Male,Houston,Standard,39.84,39,6,4,20,2026-04-02,4,0
CUST-0771,25,Male,New York,Basic,15.73,47,8,6,1,2026-02-25,4,0
CUST-0772,45,Male,New York,Basic,14.23,39,11,3,16,2026-01-09,2,1
CUST-0773,53,Female,Miami,Basic,20.83,29,2,1,30,2026-03-16,2,0
CUST-0774,43,Male,Chicago,Premium,67.93,54,5,2,29,2026-05-31,5,0
CUST-0775,25,Male,Los Angeles,Basic,19.81,26,8,1,23,2026-04-02,5,0
CUST-0776,67,Male,Chicago,Standard,37.67,21,1,4,24,2026-05-13,3,0
CUST-0777,45,Female,Miami,Standard,32.38,17,6,5,2,2026-01-10,1,1
CUST-0778,45,Female,Los Angeles,Standard,30.8,16,4,6,7,2026-02-20,1,0
CUST-0779,54,Female,Chicago,Premium,61.69,31,4,2,6,2026-02-17,5,0
CUST-0780,58,Male,Los Angeles,Basic,10.74,51,10,3,5,2026-01-29,2,1
CUST-0781,53,Female,New York,Basic,18.54,9,6,7,29,2026-06-15,3,1
CUST-0782,44,Male,Chicago,Premium,60.74,31,8,3,4,2026-04-26,1,1
CUST-0783,34,Female,Los Angeles,Basic,21.36,14,3,6,2,2026-05-03,5,1
CUST-0784,26,Female,Los Angeles,Standard,34.58,49,8,5,10,2026-03-21,2,0
CUST-0785,50,Male,Los Angeles,Standard,38.89,37,14,6,22,2026-02-12,2,0
CUST-0786,37,Male,Chicago,Standard,38.07,2,13,0,5,2026-04-17,2,1
CUST-0787,30,Male,Houston,Premium,55.07,52,12,2,18,2026-05-24,4,0
CUST-0788,45,Male,Chicago,Premium,56.09,48,10,5,10,2026-03-13,2,0
CUST-0789,65,Male,Miami,Standard,34.36,46,9,2,23,2026-01-24,5,0
CUST-0790,46,Female,Chicago,Basic,23.23,14,8,6,22,2025-12-27,3,1
CUST-0791,30,Female,Los Angeles,Premium,57.21,59,12,8,28,2026-04-10,5,0
CUST-0792,63,Male,New York,Basic,20.66,33,3,2,15,2026-04-17,2,1
CUST-0793,52,Male,Chicago,Basic,24.6,35,2,0,27,2026-05-01,3,0
CUST-0794,23,Male,Chicago,Premium,66.86,58,1,9,9,2026-01-01,1,1
CUST-0795,35,Female,Los Angeles,Basic,13.64,39,8,5,11,2026-05-03,1,1
CUST-0796,68,Male,New York,Basic,23.63,58,11,0,26,2026-01-19,5,1
CUST-0797,22,Female,New York,Basic,11.4,47,1,0,21,2026-04-08,3,0
CUST-0798,64,Female,Miami,Premium,62.02,51,5,7,25,2026-01-03,5,0
CUST-0799,42,Female,Chicago,Standard,43.31,20,4,8,25,2026-06-09,3,1
CUST-0800,19,Female,New York,Standard,39.62,2,13,1,29,2026-03-09,3,1
CUST-0801,27,Male,New York,Basic,16.2,51,4,8,17,2026-04-01,5,1
CUST-0802,47,Female,Houston,Standard,34.39,41,3,4,21,2026-02-14,3,0
CUST-0803,67,Male,Houston,Standard,35.63,19,5,7,9,2026-06-07,2,1
CUST-0804,62,Male,New York,Basic,17.63,59,4,6,23,2026-05-18,3,0
CUST-0805,22,Female,Miami,Basic,14.79,37,10,6,16,2026-05-04,3,1
CUST-0806,50,Female,New York,Basic,24.53,18,3,3,6,2026-04-21,5,0
CUST-0807,18,Female,Los Angeles,Premium,69.0,16,12,1,22,2026-05-17,1,0
CUST-0808,35,Male,Chicago,Standard,43.06,4,8,4,11,2026-02-22,4,0
CUST-0809,49,Male,Miami,Premium,61.33,12,12,2,23,2026-04-17,3,0
CUST-0810,64,Female,Los Angeles,Basic,20.37,29,5,8,17,2026-04-23,4,0
CUST-0811,66,Male,Miami,Standard,43.54,7,10,5,4,2026-05-16,3,0
CUST-0812,28,Female,Los Angeles,Standard,42.76,14,9,0,29,2026-01-25,5,0
CUST-0813,38,Female,Chicago,Standard,36.21,55,9,2,15,2026-05-10,5,0
CUST-0814,43,Female,Chicago,Premium,56.69,12,12,3,1,2026-04-13,3,0
CUST-0815,42,Male,Houston,Basic,11.13,35,9,8,22,2026-01-25,5,1
CUST-0816,39,Male,Los Angeles,Basic,18.66,5,12,5,30,2026-03-06,5,1
CUST-0817,44,Male,Houston,Standard,39.64,17,2,3,29,2026-05-13,3,0
CUST-0818,66,Female,Los Angeles,Standard,42.75,58,9,0,20,2026-04-13,1,0
CUST-0819,30,Male,Houston,Standard,34.39,42,5,7,1,2025-12-23,3,0
CUST-0820,50,Female,Chicago,Basic,12.51,32,13,1,9,2026-06-09,1,1
CUST-0821,51,Male,Miami,Standard,35.69,10,0,7,12,2026-03-30,5,1
CUST-0822,58,Female,Houston,Basic,15.3,43,4,5,4,2025-12-28,1,0
CUST-0823,52,Male,Los Angeles,Basic,11.99,17,9,7,28,2026-05-16,5,1
CUST-0824,18,Male,Los Angeles,Standard,40.08,5,5,5,22,2026-02-15,1,1
CUST-0825,38,Male,Chicago,Standard,37.63,45,14,4,13,2026-04-19,1,1
CUST-0826,65,Female,Los Angeles,Basic,20.82,42,10,4,7,2026-04-06,3,0
CUST-0827,23,Female,New York,Basic,15.29,9,7,9,8,2026-03-31,1,1
CUST-0828,45,Female,Miami,Basic,14.89,49,10,9,28,2026-05-01,5,0
CUST-0829,34,Male,Houston,Basic,17.09,33,14,7,13,2026-05-09,3,1
CUST-0830,22,Male,Miami,Standard,43.16,36,14,6,11,2026-05-18,1,1
CUST-0831,48,Female,Chicago,Premium,55.6,36,8,7,9,2026-03-16,3,1
CUST-0832,22,Male,Houston,Basic,22.07,18,10,7,25,2026-05-03,4,0
CUST-0833,55,Male,Houston,Standard,35.53,9,2,6,24,2026-01-26,3,0
CUST-0834,20,Female,New York,Premium,67.82,57,1,1,16,2026-02-16,4,1
CUST-0835,40,Female,Chicago,Premium,67.03,29,12,8,10,2026-04-25,4,0
CUST-0836,54,Female,Los Angeles,Basic,15.23,50,3,6,11,2026-03-20,3,1
CUST-0837,54,Female,New York,Premium,65.41,14,7,5,12,2026-03-04,5,0
CUST-0838,27,Male,New York,Basic,12.39,25,10,8,28,2026-06-16,5,0
CUST-0839,27,Male,Miami,Basic,23.44,15,7,0,14,2026-05-28,5,0
CUST-0840,36,Female,Miami,Basic,16.07,6,2,1,19,2026-04-23,2,1
CUST-0841,34,Female,Miami,Basic,16.83,56,3,0,12,2026-05-14,4,0
CUST-0842,38,Male,New York,Basic,20.59,42,2,9,18,2026-01-11,3,1
CUST-0843,31,Male,Los Angeles,Basic,22.31,29,9,2,21,2026-06-11,5,0
CUST-0844,26,Male,Houston,Basic,13.55,15,1,4,17,2026-01-07,5,0
CUST-0845,63,Female,Miami,Premium,64.92,29,3,0,3,2026-02-15,3,1
CUST-0846,18,Female,Los Angeles,Premium,60.88,4,5,3,1,2026-06-10,4,0
CUST-0847,68,Female,Chicago,Basic,15.53,18,10,7,29,2026-05-28,3,1
CUST-0848,62,Male,Miami,Premium,65.35,50,13,5,19,2026-03-25,2,1
CUST-0849,30,Female,Houston,Premium,60.81,57,10,0,29,2026-02-27,2,1
CUST-0850,21,Female,Chicago,Standard,35.19,49,4,0,4,2026-05-31,3,0
CUST-0851,18,Male,Chicago,Basic,22.54,44,2,2,23,2026-01-24,4,0
CUST-0852,66,Male,Houston,Standard,31.52,39,1,9,28,2026-06-11,5,0
CUST-0853,57,Male,Miami,Premium,65.14,16,8,7,16,2025-12-28,2,1
CUST-0854,49,Male,New York,Standard,33.73,11,14,7,12,2025-12-28,2,0
CUST-0855,51,Female,Houston,Basic,10.23,14,0,2,21,2026-01-29,4,0
CUST-0856,45,Male,Houston,Standard,32.5,3,8,6,21,2025-12-31,2,1
CUST-0857,48,Female,Houston,Standard,39.1,51,0,2,13,2026-02-07,2,0
CUST-0858,25,Male,Chicago,Standard,40.64,50,14,3,17,2026-04-16,4,0
CUST-0859,56,Male,Los Angeles,Basic,10.32,42,13,8,8,2026-02-19,3,0
CUST-0860,43,Male,New York,Basic,10.55,38,6,3,13,2026-02-09,5,0
CUST-0861,51,Male,Miami,Premium,68.54,45,5,2,20,2026-05-29,5,0
CUST-0862,20,Male,Miami,Premium,56.1,42,6,4,26,2026-06-08,2,1
CUST-0863,67,Female,Los Angeles,Basic,23.41,18,14,6,5,2026-01-13,5,1
CUST-0864,29,Female,Houston,Premium,58.42,58,2,4,18,2026-06-05,3,0
CUST-0865,18,Female,New York,Basic,21.1,20,13,3,15,2026-05-11,2,0
CUST-0866,61,Male,Miami,Standard,34.65,58,2,7,12,2026-06-20,5,0
CUST-0867,22,Male,Miami,Standard,42.88,48,12,3,29,2026-03-02,1,0
CUST-0868,47,Male,Houston,Premium,65.51,25,10,1,17,2026-06-09,1,1
CUST-0869,47,Female,Los Angeles,Premium,61.03,57,0,9,25,2026-02-22,1,1
CUST-0870,34,Male,New York,Basic,11.14,38,3,5,15,2025-12-25,1,1
CUST-0871,65,Male,Los Angeles,Premium,65.99,13,11,1,2,2026-06-01,1,1
CUST-0872,64,Female,Los Angeles,Basic,19.25,4,1,2,6,2026-05-16,2,0
CUST-0873,40,Male,New York,Standard,30.04,55,9,0,17,2026-04-03,4,0
CUST-0874,32,Male,New York,Standard,30.14,14,7,4,16,2026-01-06,4,0
CUST-0875,54,Male,Miami,Standard,42.13,33,2,8,17,2026-01-22,2,1
CUST-0876,38,Female,Miami,Basic,13.89,28,6,1,25,2026-03-05,2,1
CUST-0877,31,Female,New York,Premium,64.54,52,6,6,20,2025-12-25,3,0
CUST-0878,19,Female,Chicago,Basic,16.81,37,11,4,9,2026-03-17,4,0
CUST-0879,28,Male,Miami,Basic,22.95,8,8,1,27,2026-04-23,1,1
CUST-0880,68,Female,Chicago,Standard,43.75,44,5,7,5,2026-06-01,2,0
CUST-0881,56,Female,New York,Basic,24.95,34,0,5,23,2026-01-08,1,1
CUST-0882,55,Male,Miami,Premium,57.31,44,7,3,1,2026-02-15,4,0
CUST-0883,51,Female,Los Angeles,Basic,22.94,5,0,3,6,2026-03-16,5,1
CUST-0884,55,Male,New York,Basic,13.99,54,2,1,24,2026-01-29,5,0
CUST-0885,67,Female,Houston,Premium,63.86,5,10,2,14,2026-04-20,2,0
CUST-0886,51,Female,Chicago,Standard,37.59,31,4,6,17,2026-02-10,3,0
CUST-0887,35,Male,New York,Basic,10.27,45,7,2,25,2026-03-20,1,1
CUST-0888,47,Female,New York,Standard,43.99,9,8,4,19,2026-03-22,2,0
CUST-0889,32,Female,Miami,Standard,31.17,42,14,9,1,2026-02-08,3,0
CUST-0890,44,Female,Miami,Standard,40.32,32,6,5,1,2026-02-18,1,1
CUST-0891,68,Male,Miami,Basic,21.78,33,8,5,13,2026-01-13,4,1
CUST-0892,51,Male,Houston,Premium,66.93,3,10,3,14,2026-03-27,5,0
CUST-0893,69,Male,Miami,Premium,57.03,30,2,5,27,2026-01-09,3,1
CUST-0894,55,Female,New York,Standard,36.71,50,12,2,6,2026-02-23,1,1
CUST-0895,50,Male,Miami,Basic,22.44,12,4,6,27,2026-05-26,2,0
CUST-0896,41,Female,Los Angeles,Premium,59.54,29,9,6,6,2026-02-23,1,1
CUST-0897,32,Female,Miami,Standard,37.02,3,7,3,1,2026-06-20,2,1
CUST-0898,47,Male,Houston,Standard,34.09,26,11,1,30,2026-06-14,5,0
CUST-0899,59,Female,Los Angeles,Basic,16.95,57,0,6,14,2026-01-08,5,0
CUST-0900,68,Male,New York,Premium,68.32,30,7,2,3,2026-04-06,1,0
CUST-0901,34,Female,New York,Standard,36.83,9,6,0,23,2026-03-26,1,1
CUST-0902,22,Male,Chicago,Basic,18.34,26,0,1,10,2026-01-19,2,1
CUST-0903,46,Male,Los Angeles,Basic,16.06,2,12,9,19,2026-03-19,2,1
CUST-0904,21,Male,Chicago,Premium,61.9,3,12,8,19,2026-04-21,3,0
CUST-0905,27,Male,Los Angeles,Basic,10.23,46,9,7,19,2026-05-23,3,1
CUST-0906,34,Female,Los Angeles,Premium,59.26,4,11,5,28,2026-03-18,3,1
CUST-0907,27,Female,Houston,Standard,36.55,25,9,5,23,2026-06-03,1,0
CUST-0908,34,Female,Chicago,Standard,39.51,51,14,0,4,2026-05-11,3,0
CUST-0909,37,Male,Houston,Basic,16.75,13,11,1,20,2026-01-25,1,1
CUST-0910,41,Male,Los Angeles,Basic,15.07,39,5,3,19,2026-02-09,5,1
CUST-0911,22,Male,New York,Premium,60.82,44,0,2,10,2026-05-11,4,0
CUST-0912,51,Female,Los Angeles,Basic,13.63,35,1,0,27,2026-02-18,5,0
CUST-0913,23,Female,Houston,Standard,43.87,55,4,7,25,2026-01-29,1,1
CUST-0914,19,Male,Chicago,Basic,17.83,23,1,6,2,2026-01-29,1,1
CUST-0915,30,Male,Chicago,Basic,10.2,9,13,3,4,2025-12-25,4,0
CUST-0916,60,Female,Houston,Basic,10.29,2,9,8,24,2026-05-30,2,1
CUST-0917,60,Female,Chicago,Standard,44.59,54,0,3,6,2026-01-26,2,0
CUST-0918,65,Female,Miami,Premium,58.32,41,5,0,30,2026-04-02,2,1
CUST-0919,28,Female,New York,Basic,22.08,44,7,9,7,2026-02-11,3,0
CUST-0920,68,Male,New York,Basic,10.87,31,7,0,16,2026-05-16,2,0
CUST-0921,64,Male,New York,Basic,23.82,44,12,0,29,2026-06-01,3,0
CUST-0922,40,Female,Chicago,Standard,43.12,47,12,0,7,2026-01-28,3,0
CUST-0923,33,Female,Chicago,Basic,18.57,2,7,3,18,2026-04-15,2,1
CUST-0924,48,Male,Los Angeles,Premium,55.13,32,10,0,20,2026-02-21,2,0
CUST-0925,28,Female,Los Angeles,Standard,33.87,18,5,1,26,2026-01-14,4,0
CUST-0926,33,Female,New York,Standard,36.1,13,10,3,26,2026-04-27,4,0
CUST-0927,25,Female,Miami,Basic,16.9,46,2,6,22,2026-04-16,3,0
CUST-0928,21,Female,Los Angeles,Premium,59.47,5,0,1,19,2026-05-26,4,0
CUST-0929,57,Male,Los Angeles,Basic,10.49,58,1,7,9,2026-02-11,3,0
CUST-0930,21,Female,Chicago,Basic,18.85,42,4,6,29,2026-04-26,1,1
CUST-0931,42,Female,Miami,Standard,37.86,44,12,8,20,2026-05-18,3,1
CUST-0932,20,Female,New York,Standard,34.25,10,9,5,10,2026-04-26,3,0
CUST-0933,49,Female,Los Angeles,Basic,10.57,56,4,3,13,2026-04-27,4,1
CUST-0934,20,Female,Miami,Basic,24.92,43,9,5,18,2026-06-01,1,0
CUST-0935,44,Male,Miami,Standard,37.23,25,13,3,16,2026-05-02,5,1
CUST-0936,46,Female,New York,Basic,21.34,34,0,6,22,2026-01-19,5,1
CUST-0937,49,Female,Miami,Premium,61.78,37,0,8,17,2026-03-29,5,0
CUST-0938,67,Female,Miami,Standard,30.65,30,14,2,22,2026-01-19,1,0
CUST-0939,68,Female,Miami,Basic,14.64,7,8,2,13,2026-04-29,2,0
CUST-0940,36,Female,Los Angeles,Basic,14.8,6,1,1,12,2026-01-30,1,0
CUST-0941,38,Male,New York,Basic,22.58,54,6,0,10,2026-03-02,4,0
CUST-0942,22,Female,Miami,Standard,39.81,55,9,0,1,2026-01-01,3,1
CUST-0943,35,Male,Miami,Standard,34.13,3,3,2,30,2026-03-01,3,0
CUST-0944,45,Male,Los Angeles,Basic,24.52,13,6,6,8,2026-04-13,4,1
CUST-0945,59,Female,New York,Standard,34.82,3,7,8,21,2026-06-19,4,1
CUST-0946,39,Female,Chicago,Premium,69.97,26,4,1,22,2026-06-05,3,0
CUST-0947,38,Male,Los Angeles,Basic,24.94,57,12,6,18,2026-03-19,2,1
CUST-0948,23,Male,New York,Premium,57.87,24,11,0,2,2026-01-01,2,1
CUST-0949,18,Female,Miami,Basic,14.69,53,11,1,16,2026-01-06,2,0
CUST-0950,22,Male,New York,Basic,17.29,6,0,5,12,2026-05-07,4,0
CUST-0951,58,Male,New York,Basic,19.96,43,3,4,9,2026-02-15,3,0
CUST-0952,29,Male,New York,Basic,17.92,58,9,7,3,2025-12-24,3,1
CUST-0953,43,Male,Chicago,Basic,24.54,49,2,1,22,2026-01-02,3,0
CUST-0954,63,Male,New York,Basic,20.86,42,9,0,26,2026-05-28,1,1
